id,t,lwage,exp,exp2,wks,ed
464,7,6.55536,46,2116,49,12
465,1,6.21461,3,9,37,16
465,2,6.38012,4,16,39,16
465,3,6.35437,5,25,36,16
465,4,6.47697,6,36,39,16
465,5,6.43775,7,49,37,16
465,6,6.52942,8,64,38,16
465,7,6.68461,9,81,38,16
466,1,6.24417,28,784,50,12
466,2,6.34564,29,841,38,12
466,3,6.42162,30,900,49,12
466,4,6.51471,31,961,48,12
466,5,6.58617,32,1024,49,12
466,6,6.68461,33,1089,48,12
466,7,6.7511,34,1156,30,12
467,1,6.23441,24,576,46,12
467,2,6.31897,25,625,51,12
467,3,6.42162,26,676,49,12
467,4,6.49375,27,729,49,12
467,5,6.55108,28,784,49,12
467,6,7.00307,29,841,49,12
467,7,6.81014,30,900,49,12
468,1,6.90575,40,1600,49,17
468,2,6.90575,41,1681,48,17
468,3,7.31322,42,1764,48,17
468,4,7.31322,43,1849,49,17
468,5,7.31322,44,1936,49,17
468,6,7.37776,45,2025,49,17
468,7,7.37776,46,2116,50,17
469,1,5.39363,44,1936,40,9
469,2,5.43808,45,2025,35,9
469,3,4.60517,46,2116,39,9
469,4,5.0814,47,2209,40,9
469,5,5.273,48,2304,39,9
469,6,5.81413,49,2401,38,9
469,7,5.74939,50,2500,37,9
470,1,6.52942,10,100,50,12
470,2,6.62007,11,121,50,12
470,3,6.4599,12,144,49,12
470,4,7.00307,13,169,52,12
470,5,7.20786,14,196,51,12
470,6,7.46737,15,225,50,12
470,7,7.14913,16,256,51,12
471,1,6.65286,29,841,49,16
471,2,6.73102,30,900,48,16
471,3,6.82979,31,961,48,16
471,4,6.93245,32,1024,46,16
471,5,7.02554,33,1089,48,16
471,6,7.1309,34,1156,44,16
471,7,7.20786,35,1225,44,16
472,1,5.57973,4,16,21,12
472,2,5.73334,5,25,42,12
472,3,5.76832,6,36,49,12
472,4,5.86647,7,49,49,12
472,5,6.06611,8,64,44,12
472,6,6.23441,9,81,47,12
472,7,6.38688,10,100,48,12
473,1,6.42162,5,25,50,14
473,2,6.37502,6,36,48,14
473,3,6.58617,7,49,48,14
473,4,6.76273,8,64,47,14
473,5,6.74876,9,81,50,14
473,6,6.80239,10,100,49,14
473,7,6.93925,11,121,46,14
474,1,6.71538,12,144,52,17
474,2,6.74524,13,169,50,17
474,3,6.88244,14,196,52,17
474,4,6.98008,15,225,51,17
474,5,7.24423,16,256,50,17
474,6,7.43838,17,289,51,17
474,7,7.17702,18,324,52,17
475,1,6.81344,17,289,48,12
475,2,6.88244,18,324,51,12
475,3,7.00307,19,361,50,12
475,4,7.17012,20,400,49,12
475,5,7.17778,21,441,50,12
475,6,7.24423,22,484,48,12
475,7,7.39326,23,529,48,12
476,1,5.8693,26,676,47,10
476,2,5.85793,27,729,49,10
476,3,5.87774,28,784,38,10
476,4,5.85793,29,841,8,10
476,5,6.58617,30,900,43,10
476,6,6.35437,31,961,52,10
476,7,6.58617,32,1024,52,10
477,1,6.2804,10,100,47,12
477,2,6.44572,11,121,26,12
477,3,6.48004,12,144,48,12
477,4,6.77422,13,169,48,12
477,5,6.83195,14,196,48,12
477,6,6.90776,15,225,46,12
477,7,7.00307,16,256,49,12
478,1,6.25383,3,9,49,16
478,2,6.46147,4,16,49,16
478,3,6.53669,5,25,48,16
478,4,6.62007,6,36,47,16
478,5,6.63595,7,49,49,16
478,6,6.7511,8,64,49,16
478,7,6.85646,9,81,50,16
479,1,6.90575,21,441,48,12
479,2,6.90575,22,484,48,12
479,3,7.23418,23,529,48,12
479,4,7.2998,24,576,48,12
479,5,7.31322,25,625,48,12
479,6,7.37588,26,676,48,12
479,7,7.61874,27,729,47,12
480,1,5.59842,17,289,51,12
480,2,6.21461,18,324,50,12
480,3,6.10925,19,361,50,12
480,4,6.2634,20,400,50,12
480,5,6.55108,21,441,48,12
480,6,6.80239,22,484,45,12
480,7,6.95655,23,529,42,12
481,1,5.70378,18,324,48,7
481,2,5.72031,19,361,50,7
481,3,5.99146,20,400,50,7
481,4,6.05209,21,441,50,7
481,5,6.21461,22,484,48,7
481,6,6.2634,23,529,48,7
481,7,6.30992,24,576,49,7
482,1,6.35437,10,100,44,11
482,2,6.35437,11,121,49,11
482,3,6.53669,12,144,50,11
482,4,6.60665,13,169,49,11
482,5,6.60665,14,196,48,11
482,6,6.75693,15,225,48,11
482,7,6.95177,16,256,49,11
483,1,6.07535,7,49,50,14
483,2,6.35437,8,64,50,14
483,3,6.58617,9,81,49,14
483,4,6.58893,10,100,48,14
483,5,6.59304,11,121,46,14
483,6,6.84268,12,144,49,14
483,7,6.97261,13,169,47,14
484,1,6.56103,7,49,44,10
484,2,6.90575,8,64,49,10
484,3,6.7334,9,81,45,10
484,4,6.8742,10,100,49,10
484,5,7.03439,11,121,47,10
484,6,7.03527,12,144,49,10
484,7,7.19669,13,169,39,10
485,1,6.35611,18,324,49,12
485,2,6.49224,19,361,49,12
485,3,6.65929,20,400,49,12
485,4,6.56948,21,441,49,12
485,5,6.80017,22,484,49,12
485,6,6.73102,23,529,49,12
485,7,6.9256,24,576,48,12
486,1,6.90575,32,1024,48,9
486,2,6.90575,33,1089,52,9
486,3,6.95655,34,1156,50,9
486,4,7.02554,35,1225,51,9
486,5,7.09008,36,1296,43,9
486,6,7.09008,37,1369,50,9
486,7,7.24423,38,1444,49,9
487,1,6.72743,10,100,49,15
487,2,6.80239,11,121,49,15
487,3,6.88653,12,144,48,15
487,4,6.95655,13,169,48,15
487,5,7.09008,14,196,47,15
487,6,7.26193,15,225,46,15
487,7,7.42833,16,256,43,15
488,1,6.55251,26,676,41,12
488,2,6.62407,27,729,47,12
488,3,6.78672,28,784,32,12
488,4,6.83087,29,841,46,12
488,5,7.04491,30,900,44,12
488,6,7.02643,31,961,45,12
488,7,7.13569,32,1024,23,12
489,1,6.5903,31,961,50,12
489,2,6.62007,32,1024,50,12
489,3,6.65286,33,1089,50,12
489,4,6.71538,34,1156,50,12
489,5,6.77422,35,1225,51,12
489,6,6.85646,36,1296,50,12
489,7,6.93245,37,1369,51,12
490,1,6.80239,24,576,46,16
490,2,6.90575,25,625,45,16
490,3,6.90776,26,676,47,16
490,4,7.01481,27,729,49,16
490,5,7.03878,28,784,47,16
490,6,6.9489,29,841,47,16
490,7,7.19669,30,900,49,16
491,1,6.27288,7,49,12,12
491,2,6.46303,8,64,25,12
491,3,6.53088,9,81,49,12
491,4,6.6695,10,100,51,12
491,5,6.66696,11,121,50,12
491,6,7.02554,12,144,50,12
491,7,7.02554,13,169,46,12
492,1,6.15698,22,484,48,12
492,2,6.10925,23,529,47,12
492,3,6.33683,24,576,48,12
492,4,6.35957,25,625,49,12
492,5,6.58755,26,676,48,12
492,6,6.71296,27,729,47,12
492,7,5.84932,28,784,47,12
493,1,6.55108,12,144,50,14
493,2,6.62007,13,169,50,14
493,3,6.70073,14,196,48,14
493,4,6.77194,15,225,49,14
493,5,6.85646,16,256,49,14
493,6,7.09008,17,289,49,14
493,7,6.97261,18,324,49,14
494,1,5.94803,39,1521,44,14
494,2,6.05209,40,1600,48,14
494,3,6.11589,41,1681,35,14
494,4,6.18002,42,1764,48,14
494,5,6.25958,43,1849,48,14
494,6,6.31536,44,1936,48,14
494,7,6.36819,45,2025,48,14
495,1,6.21461,8,64,41,14
495,2,6.30992,9,81,42,14
495,3,6.68461,10,100,48,14
495,4,6.74288,11,121,52,14
495,5,6.81344,12,144,51,14
495,6,6.80239,13,169,51,14
495,7,6.95655,14,196,49,14
496,1,6.90575,33,1089,41,8
496,2,6.90575,34,1156,45,8
496,3,7.18463,35,1225,47,8
496,4,7.28893,36,1296,46,8
496,5,7.3908,37,1369,43,8
496,6,7.48661,38,1444,47,8
496,7,7.5606,39,1521,46,8
497,1,6.90575,15,225,49,14
497,2,6.90575,16,256,49,14
497,3,7.09008,17,289,49,14
497,4,7.24423,18,324,48,14
497,5,7.35436,19,361,48,14
497,6,7.29097,20,400,48,14
497,7,7.46737,21,441,47,14
498,1,6.2634,20,400,46,12
498,2,6.30079,21,441,49,12
498,3,6.39693,22,484,48,12
498,4,6.39693,23,529,49,12
498,5,6.5582,24,576,49,12
498,6,6.77422,25,625,35,12
498,7,6.86901,26,676,36,12
499,1,6.35957,34,1156,6,11
499,2,6.45677,35,1225,48,11
499,3,6.61338,36,1296,47,11
499,4,6.63988,37,1369,45,11
499,5,6.77422,38,1444,44,11
499,6,6.79122,39,1521,47,11
499,7,6.84055,40,1600,47,11
500,1,6.62007,3,9,46,17
500,2,6.62007,4,16,48,17
500,3,6.68461,5,25,48,17
500,4,6.88755,6,36,49,17
500,5,6.85646,7,49,49,17
500,6,5.98896,8,64,49,17
500,7,6.12687,9,81,48,17
501,1,6.35957,28,784,46,12
501,2,6.45205,29,841,47,12
501,3,6.52942,30,900,47,12
501,4,6.63857,31,961,46,12
501,5,6.79122,32,1024,46,12
501,6,6.95655,33,1089,38,12
501,7,7.03439,34,1156,45,12
502,1,6.64639,14,196,44,17
502,2,6.71538,15,225,44,17
502,3,6.77422,16,256,44,17
502,4,6.95655,17,289,44,17
502,5,6.95655,18,324,44,17
502,6,7.20786,19,361,44,17
502,7,7.18917,20,400,41,17
503,1,6.80239,7,49,46,12
503,2,6.90575,8,64,40,12
503,3,7.1025,9,81,45,12
503,4,7.12769,10,100,46,12
503,5,7.18311,11,121,47,12
503,6,7.35372,12,144,46,12
503,7,7.40001,13,169,49,12
504,1,6.49072,8,64,46,12
504,2,6.64509,9,81,49,12
504,3,6.80239,10,100,47,12
504,4,6.73102,11,121,46,12
504,5,7.03703,12,144,40,12
504,6,6.49072,13,169,46,12
504,7,7.31122,14,196,48,12
505,1,6.90575,23,529,48,16
505,2,6.90575,24,576,47,16
505,3,7.43838,25,625,48,16
505,4,7.6009,26,676,48,16
505,5,6.77422,27,729,48,16
505,6,7.62071,28,784,48,16
505,7,7.79028,29,841,47,16
506,1,6.35437,5,25,52,12
506,2,6.43775,6,36,51,12
506,3,6.55108,7,49,51,12
506,4,6.68461,8,64,51,12
506,5,6.74524,9,81,52,12
506,6,6.68461,10,100,51,12
506,7,6.80239,11,121,46,12
507,1,6.21461,22,484,51,12
507,2,6.30992,23,529,44,12
507,3,6.37161,24,576,38,12
507,4,6.39693,25,625,39,12
507,5,6.55108,26,676,52,12
507,6,6.55108,27,729,51,12
507,7,6.71538,28,784,51,12
508,1,6.28227,34,1156,48,12
508,2,6.51471,35,1225,49,12
508,3,6.58617,36,1296,50,12
508,4,6.71538,37,1369,49,12
508,5,6.7511,38,1444,50,12
508,6,6.4552,39,1521,48,12
508,7,6.7093,40,1600,50,12
509,1,6.39526,18,324,50,12
509,2,6.49072,19,361,50,12
509,3,6.59578,20,400,49,12
509,4,6.64118,21,441,49,12
509,5,6.80239,22,484,48,12
509,6,6.9187,23,529,48,12
509,7,6.96035,24,576,48,12
510,1,6.90575,6,36,50,16
510,2,6.90575,7,49,50,16
510,3,7.17012,8,64,50,16
510,4,7.27932,9,81,50,16
510,5,7.31322,10,100,50,16
510,6,7.37776,11,121,49,16
510,7,7.34923,12,144,50,16
511,1,6.19441,12,144,50,13
511,2,6.2634,13,169,48,13
511,3,6.29157,14,196,49,13
511,4,6.13123,15,225,47,13
511,5,6.74524,16,256,30,13
511,6,6.95655,17,289,49,13
511,7,6.84055,18,324,47,13
512,1,6.16331,4,16,50,10
512,2,6.39693,5,25,49,10
512,3,6.71538,6,36,47,10
512,4,6.58617,7,49,47,10
512,5,6.81344,8,64,47,10
512,6,6.90776,9,81,46,10
512,7,7.00307,10,100,48,10
513,1,6.03787,35,1225,50,5
513,2,6.1717,36,1296,50,5
513,3,6.13123,37,1369,50,5
513,4,6.18826,38,1444,50,5
513,5,5.76519,39,1521,50,5
513,6,5.98896,40,1600,48,5
513,7,5.99146,41,1681,50,5
514,1,6.90575,18,324,39,14
514,2,6.90575,19,361,37,14
514,3,6.95655,20,400,44,14
514,4,7.09008,21,441,42,14
514,5,7.04752,22,484,42,14
514,6,7.1309,23,529,41,14
514,7,7.34666,24,576,36,14
515,1,5.50126,4,16,50,12
515,2,5.50126,5,25,52,12
515,3,5.65249,6,36,51,12
515,4,5.82305,7,49,50,12
515,5,5.8999,8,64,50,12
515,6,6.05209,9,81,50,12
515,7,6.14204,10,100,49,12
516,1,6.77992,25,625,50,14
516,2,6.90575,26,676,47,14
516,3,6.98472,27,729,48,14
516,4,7.08841,28,784,47,14
516,5,6.86171,29,841,46,14
516,6,6.97635,30,900,48,14
516,7,6.98101,31,961,49,14
517,1,5.59842,7,49,50,13
517,2,5.59842,8,64,46,13
517,3,5.7462,9,81,50,13
517,4,5.96615,10,100,49,13
517,5,6.1203,11,121,50,13
517,6,6.21461,12,144,48,13
517,7,6.34564,13,169,48,13
518,1,5.93225,14,196,49,11
518,2,5.97126,15,225,50,11
518,3,6.11368,16,256,50,11
518,4,6.25767,17,289,51,11
518,5,6.36303,18,324,51,11
518,6,6.40523,19,361,51,11
518,7,6.47697,20,400,51,11
519,1,5.78383,3,9,49,12
519,2,5.99146,4,16,50,12
519,3,5.89715,5,25,52,12
519,4,5.83188,6,36,51,12
519,5,6.05209,7,49,49,12
519,6,6.2634,8,64,51,12
519,7,6.43455,9,81,49,12
520,1,6.37502,26,676,46,12
520,2,6.56948,27,729,49,12
520,3,6.53669,28,784,50,12
520,4,6.64249,29,841,50,12
520,5,6.22654,30,900,21,12
520,6,6.37502,31,961,50,12
520,7,6.89366,32,1024,52,12
521,1,6.62007,17,289,51,16
521,2,6.80239,18,324,52,16
521,3,6.85646,19,361,50,16
521,4,6.98008,20,400,49,16
521,5,7.04316,21,441,50,16
521,6,6.86693,22,484,50,16
521,7,7.18917,23,529,50,16
522,1,5.76832,2,4,51,9
522,2,5.82895,3,9,49,9
522,3,5.76832,4,16,52,9
522,4,6.59851,5,25,49,9
522,5,6.6796,6,36,49,9
522,6,7.09008,7,49,35,9
522,7,6.85751,8,64,44,9
523,1,6.18208,3,9,39,10
523,2,6.2634,4,16,48,10
523,3,6.39359,5,25,50,10
523,4,6.44095,6,36,49,10
523,5,6.51471,7,49,50,10
523,6,6.66441,8,64,49,10
523,7,6.75344,9,81,47,10
524,1,6.21461,5,25,45,16
524,2,6.39693,6,36,45,16
524,3,6.39693,7,49,49,16
524,4,6.56526,8,64,49,16
524,5,6.70073,9,81,49,16
524,6,6.52209,10,100,51,16
524,7,6.55678,11,121,50,16
525,1,6.24611,11,121,49,12
525,2,6.3315,12,144,49,12
525,3,6.40853,13,169,49,12
525,4,6.48158,14,196,49,12
525,5,6.55962,15,225,43,12
525,6,6.67834,16,256,46,12
525,7,6.82437,17,289,44,12
526,1,5.70378,1,1,35,14
526,2,5.92693,2,4,49,14
526,3,6.10925,3,9,47,14
526,4,6.04025,4,16,48,14
526,5,6.35957,5,25,52,14
526,6,6.50429,6,36,49,14
526,7,6.57786,7,49,49,14
527,1,6.23441,5,25,50,16
527,2,6.39693,6,36,50,16
527,3,6.50728,7,49,50,16
527,4,6.65286,8,64,50,16
527,5,6.74524,9,81,49,16
527,6,7.1309,10,100,49,16
527,7,7.24423,11,121,50,16
528,1,6.09807,4,16,40,17
528,2,6.2691,5,25,32,17
528,3,6.34036,6,36,37,17
528,4,6.48768,7,49,35,17
528,5,6.57786,8,64,37,17
528,6,6.62007,9,81,35,17
528,7,6.85646,10,100,37,17
529,1,6.90575,33,1089,44,12
529,2,6.90575,34,1156,47,12
529,3,7.06048,35,1225,47,12
529,4,7.09589,36,1296,47,12
529,5,6.93342,37,1369,45,12
529,6,7.46737,38,1444,47,12
529,7,7.37776,39,1521,50,12
530,1,6.90575,8,64,50,17
530,2,6.90575,9,81,48,17
530,3,7.1293,10,100,47,17
530,4,7.17012,11,121,44,17
530,5,7.27031,12,144,46,17
530,6,7.45991,13,169,47,17
530,7,7.45703,14,196,46,17
531,1,6.57647,2,4,49,16
531,2,6.77422,3,9,49,16
531,3,6.88244,4,16,50,16
531,4,7.09008,5,25,49,16
531,5,7.20786,6,36,48,16
531,6,7.49554,7,49,48,16
531,7,7.6009,8,64,46,16
532,1,5.73657,5,25,29,12
532,2,5.96615,6,36,49,12
532,3,6.07535,7,49,51,12
532,4,6.15698,8,64,49,12
532,5,6.2634,9,81,50,12
532,6,6.34739,10,100,46,12
532,7,6.44572,11,121,49,12
533,1,6.29157,32,1024,50,13
533,2,6.39526,33,1089,50,13
533,3,6.39693,34,1156,48,13
533,4,6.39693,35,1225,48,13
533,5,6.49072,36,1296,49,13
533,6,6.5903,37,1369,48,13
533,7,6.6174,38,1444,49,13
534,1,5.8861,5,25,51,12
534,2,5.98394,6,36,48,12
534,3,5.98394,7,49,51,12
534,4,6.19848,8,64,51,12
534,5,5.78996,9,81,51,12
534,6,6.01127,10,100,50,12
534,7,6.11147,11,121,51,12
535,1,5.57973,9,81,51,12
535,2,5.66988,10,100,50,12
535,3,5.70378,11,121,51,12
535,4,5.82895,12,144,50,12
535,5,5.99146,13,169,49,12
535,6,6.07535,14,196,51,12
535,7,6.14204,15,225,50,12
536,1,6.69456,7,49,51,17
536,2,6.72743,8,64,51,17
536,3,6.8533,9,81,49,17
536,4,6.89669,10,100,50,17
536,5,7.1309,11,121,50,17
536,6,6.96508,12,144,51,17
536,7,7.15462,13,169,49,17
537,1,6.03787,7,49,48,16
537,2,6.55108,8,64,50,16
537,3,6.65673,9,81,50,16
537,4,6.85646,10,100,50,16
537,5,7.09008,11,121,50,16
537,6,6.74406,12,144,49,16
537,7,6.99485,13,169,49,16
538,1,6.62007,10,100,48,16
538,2,6.77422,11,121,51,16
538,3,6.77422,12,144,50,16
538,4,6.90776,13,169,47,16
538,5,7.01481,14,196,51,16
538,6,7.06219,15,225,50,16
538,7,7.15851,16,256,51,16
539,1,6.34564,3,9,50,17
539,2,6.44413,4,16,49,17
539,3,6.62007,5,25,50,17
539,4,6.95655,6,36,49,17
539,5,7.31122,7,49,48,17
539,6,7.38833,8,64,50,17
539,7,7.6009,9,81,48,17
540,1,6.90575,25,625,47,16
540,2,6.90575,26,676,47,16
540,3,7.55799,27,729,47,16
540,4,7.6009,28,784,46,16
540,5,7.6009,29,841,45,16
540,6,7.6009,30,900,45,16
540,7,7.80588,31,961,45,16
541,1,6.55536,8,64,50,14
541,2,6.55108,9,81,50,14
541,3,6.63332,10,100,50,14
541,4,6.59715,11,121,49,14
541,5,6.82437,12,144,48,14
541,6,6.90776,13,169,48,14
541,7,7.09008,14,196,49,14
542,1,6.53959,17,289,46,13
542,2,6.53669,18,324,47,13
542,3,6.69084,19,361,46,13
542,4,6.84375,20,400,45,13
542,5,6.88244,21,441,47,13
542,6,7.04752,22,484,49,13
542,7,7.06048,23,529,46,13
543,1,6.65929,5,25,51,17
543,2,6.69084,6,36,52,17
543,3,6.77422,7,49,51,17
543,4,6.68461,8,64,51,17
543,5,6.90776,9,81,50,17
543,6,6.94986,10,100,51,17
543,7,7.17012,11,121,51,17
544,1,6.55393,4,16,49,14
544,2,6.68461,5,25,49,14
544,3,7.1107,6,36,49,14
544,4,7.17396,7,49,49,14
544,5,7.01481,8,64,49,14
544,6,6.92264,9,81,49,14
544,7,7.19519,10,100,49,14
545,1,6.8977,39,1521,47,12
545,2,6.90575,40,1600,47,12
545,3,7.1309,41,1681,46,12
545,4,7.20786,42,1764,44,12
545,5,7.31322,43,1849,44,12
545,6,7.09008,44,1936,41,12
545,7,7.32647,45,2025,46,12
546,1,6.63988,11,121,49,12
546,2,6.72143,12,144,49,12
546,3,6.78897,13,169,41,12
546,4,6.9256,14,196,47,12
546,5,6.95655,15,225,28,12
546,6,7.00307,16,256,46,12
546,7,7.09257,17,289,48,12
547,1,6.56667,7,49,49,12
547,2,6.77422,8,64,50,12
547,3,6.7334,9,81,47,12
547,4,6.78333,10,100,43,12
547,5,6.77878,11,121,47,12
547,6,6.98472,12,144,48,12
547,7,7.02997,13,169,48,12
548,1,6.85646,8,64,47,16
548,2,6.74524,9,81,49,16
548,3,6.85646,10,100,49,16
548,4,6.90776,11,121,49,16
548,5,7.1309,12,144,49,16
548,6,6.68461,13,169,47,16
548,7,6.72503,14,196,46,16
549,1,5.70378,6,36,50,12
549,2,5.99146,7,49,50,12
549,3,5.99146,8,64,51,12
549,4,5.99146,9,81,50,12
549,5,5.99146,10,100,51,12
549,6,6.39693,11,121,51,12
549,7,6.02102,12,144,51,12
550,1,6.81124,8,64,48,14
550,2,6.74993,9,81,50,14
550,3,6.80239,10,100,47,14
550,4,6.88551,11,121,49,14
550,5,6.98379,12,144,48,14
550,6,7.08171,13,169,47,14
550,7,7.18159,14,196,47,14
551,1,6.04025,3,9,39,16
551,2,5.8693,4,16,35,16
551,3,6.21461,5,25,37,16
551,4,6.43775,6,36,38,16
551,5,6.1717,7,49,39,16
551,6,6.55108,8,64,39,16
551,7,6.55108,9,81,37,16
552,1,6.35437,6,36,38,17
552,2,6.52209,7,49,37,17
552,3,6.52649,8,64,39,17
552,4,6.67203,9,81,35,17
552,5,6.62007,10,100,36,17
552,6,6.80239,11,121,39,17
552,7,6.76849,12,144,49,17
553,1,5.9135,1,1,51,16
553,2,5.8861,2,4,40,16
553,3,5.99146,3,9,39,16
553,4,6.2634,4,16,39,16
553,5,6.35437,5,25,39,16
553,6,6.55108,6,36,39,16
553,7,6.52209,7,49,40,16
554,1,5.82305,13,169,48,14
554,2,5.89715,14,196,48,14
554,3,5.96358,15,225,49,14
554,4,6.02828,16,256,47,14
554,5,6.10702,17,289,49,14
554,6,6.32972,18,324,46,14
554,7,6.22654,19,361,38,14
555,1,6.90575,27,729,47,15
555,2,6.90575,28,784,47,15
555,3,7.31322,29,841,48,15
555,4,7.34601,30,900,47,15
555,5,7.40853,31,961,47,15
555,6,7.52294,32,1024,48,15
555,7,7.48324,33,1089,47,15
556,1,6.59715,3,9,50,16
556,2,6.89264,4,16,49,16
556,3,6.98749,5,25,49,16
556,4,6.98286,6,36,49,16
556,5,7.30317,7,49,49,16
556,6,7.39388,8,64,47,16
556,7,7.30317,9,81,46,16
557,1,6.35957,16,256,50,12
557,2,6.42811,17,289,51,12
557,3,6.45677,18,324,48,12
557,4,6.58341,19,361,47,12
557,5,6.54391,20,400,49,12
557,6,6.89568,21,441,51,12
557,7,6.94409,22,484,50,12
558,1,5.8999,14,196,49,12
558,2,6.19236,15,225,48,12
558,3,6.03309,16,256,49,12
558,4,6.34388,17,289,49,12
558,5,6.41017,18,324,49,12
558,6,6.39526,19,361,49,12
558,7,6.46303,20,400,48,12
559,1,6.31897,35,1225,48,16
559,2,6.38182,36,1296,48,16
559,3,6.44889,37,1369,47,16
559,4,6.51323,38,1444,48,16
559,5,6.56948,39,1521,47,16
559,6,6.65801,40,1600,48,16
559,7,6.76388,41,1681,44,16
560,1,6.30992,31,961,50,12
560,2,6.30992,32,1024,50,12
560,3,6.39693,33,1089,50,12
560,4,6.39693,34,1156,42,12
560,5,6.39693,35,1225,24,12
560,6,6.47697,36,1296,49,12
560,7,6.68461,37,1369,49,12
561,1,6.10925,7,49,45,12
561,2,6.07993,8,64,50,12
561,3,8.26873,9,81,25,12
561,4,6.51471,10,100,52,12
561,5,6.46925,11,121,52,12
561,6,6.79794,12,144,52,12
561,7,6.92756,13,169,50,12
562,1,6.43775,2,4,32,17
562,2,6.59304,3,9,50,17
562,3,6.68461,4,16,50,17
562,4,6.85646,5,25,47,17
562,5,7.09008,6,36,50,17
562,6,7.1025,7,49,49,17
562,7,7.27932,8,64,49,17
563,1,6.65673,30,900,46,14
563,2,6.74052,31,961,44,14
563,3,6.90776,32,1024,46,14
563,4,6.90776,33,1089,43,14
563,5,6.90776,34,1156,46,14
563,6,6.93245,35,1225,21,14
563,7,6.90776,36,1296,48,14
564,1,6.57925,6,36,48,14
564,2,6.77422,7,49,52,14
564,3,6.84268,8,64,50,14
564,4,6.95655,9,81,52,14
564,5,7.02554,10,100,51,14
564,6,7.08423,11,121,49,14
564,7,7.15305,12,144,49,14
565,1,6.84268,25,625,51,11
565,2,6.90575,26,676,44,11
565,3,7.1309,27,729,51,11
565,4,7.27031,28,784,50,11
565,5,7.05359,29,841,52,11
565,6,6.9613,30,900,51,11
565,7,8.04719,31,961,49,11
566,1,6.35437,2,4,25,16
566,2,6.51471,3,9,46,16
566,3,6.2634,4,16,50,16
566,4,6.68461,5,25,48,16
566,5,7.14362,6,36,47,16
566,6,7.19519,7,49,47,16
566,7,7.24423,8,64,48,16
567,1,5.82895,40,1600,51,10
567,2,5.82895,41,1681,51,10
567,3,5.82895,42,1764,50,10
567,4,5.84354,43,1849,40,10
567,5,5.8999,44,1936,36,10
567,6,6.04025,45,2025,41,10
567,7,6.21461,46,2116,51,10
568,1,6.42487,7,49,48,14
568,2,6.48004,8,64,49,14
568,3,6.58064,9,81,49,14
568,4,6.68461,10,100,47,14
568,5,6.80793,11,121,47,14
568,6,6.92363,12,144,46,14
568,7,6.98379,13,169,48,14
569,1,6.46614,19,361,50,12
569,2,6.62007,20,400,50,12
569,3,6.62007,21,441,51,12
569,4,6.90776,22,484,49,12
569,5,7.04752,23,529,49,12
569,6,7.25912,24,576,49,12
569,7,7.15929,25,625,51,12
570,1,5.81711,8,64,48,12
570,2,5.8861,9,81,46,12
570,3,5.99894,10,100,49,12
570,4,6.06611,11,121,49,12
570,5,6.14419,12,144,49,12
570,6,6.29157,13,169,49,12
570,7,6.36303,14,196,48,12
571,1,6.34564,8,64,50,12
571,2,6.47389,9,81,50,12
571,3,6.82437,10,100,51,12
571,4,6.8977,11,121,50,12
571,5,6.97073,12,144,49,12
571,6,7.04752,13,169,50,12
571,7,6.91274,14,196,50,12
572,1,5.70378,3,9,30,11
572,2,5.99146,4,16,50,11
572,3,6.21461,5,25,48,11
572,4,6.44572,6,36,48,11
572,5,6.39693,7,49,40,11
572,6,6.62007,8,64,51,11
572,7,6.22654,9,81,50,11
573,1,6.10925,5,25,51,12
573,2,6.21461,6,36,51,12
573,3,6.25958,7,49,49,12
573,4,6.30628,8,64,50,12
573,5,6.40688,9,81,50,12
573,6,6.48311,10,100,50,12
573,7,6.62007,11,121,51,12
574,1,6.28227,4,16,49,12
574,2,6.38856,5,25,48,12
574,3,6.4552,6,36,48,12
574,4,6.66696,7,49,49,12
574,5,6.83518,8,64,49,12
574,6,6.90776,9,81,49,12
574,7,6.97541,10,100,48,12
575,1,5.79606,6,36,49,14
575,2,5.98141,7,49,50,14
575,3,6.04025,8,64,49,14
575,4,6.1717,9,81,49,14
575,5,6.28972,10,100,49,14
575,6,6.39526,11,121,49,14
575,7,6.57786,12,144,49,14
576,1,6.21461,2,4,50,12
576,2,6.2634,3,9,50,12
576,3,6.30992,4,16,45,12
576,4,6.47697,5,25,48,12
576,5,6.39693,6,36,51,12
576,6,6.68461,7,49,51,12
576,7,6.68461,8,64,50,12
577,1,5.92693,10,100,30,12
577,2,5.99146,11,121,52,12
577,3,6.10925,12,144,52,12
577,4,6.21461,13,169,50,12
577,5,6.2634,14,196,51,12
577,6,6.39693,15,225,51,12
577,7,6.55108,16,256,50,12
578,1,6.39359,6,36,40,13
578,2,6.46147,7,49,49,13
578,3,6.44889,8,64,49,13
578,4,6.63726,9,81,49,13
578,5,6.75926,10,100,50,13
578,6,6.83518,11,121,46,13
578,7,6.91968,12,144,45,13
579,1,5.79606,3,9,51,16
579,2,5.92693,4,16,50,16
579,3,5.96615,5,25,50,16
579,4,6.17379,6,36,50,16
579,5,6.47697,7,49,47,16
579,6,6.70073,8,64,50,16
579,7,6.71296,9,81,51,16
580,1,6.29157,5,25,51,12
580,2,6.38856,6,36,42,12
580,3,6.46147,7,49,48,12
580,4,6.57925,8,64,47,12
580,5,6.60665,9,81,49,12
580,6,6.71538,10,100,48,12
580,7,6.99393,11,121,46,12
581,1,6.77422,8,64,39,17
581,2,6.77422,9,81,40,17
